order_id;manufactory;product_name;segment;category;subcategory;product_id;product_available
US-2021-148712;Enermax;Enermax Acrylux Wireless Keyboard;Consumer;Technology;Accessories;1187;456
US-2021-155306;Hoover;Hoover Upright Vacuum With Dirt Cup;Consumer;Office Supplies;Appliances;1191;243
US-2021-155306;Prang;Prang Drawing Pencil Set;Consumer;Office Supplies;Art;531;88
US-2021-155306;Xerox;Xerox 1903;Consumer;Office Supplies;Paper;936;355
US-2021-155306;Plantronics;Plantronics S12 Corded Telephone Headset System;Consumer;Technology;Accessories;31;330
US-2021-155306;Plantronics;Plantronics Calisto P620-M USB Wireless Speakerphone System;Consumer;Technology;Phones;1320;198
US-2021-102722;Memorex;Memorex Froggy Flash Drive 8 GB;Consumer;Technology;Accessories;1283;92
US-2021-113593;Advantus;Advantus Rolling Drawer Organizers;Consumer;Office Supplies;Storage;682;324
US-2021-115742;Global;Global Leather Task Chair, Black;Consumer;Furniture;Chairs;1321;243
US-2021-115742;Other;Longer-Life Soft White Bulbs;Consumer;Furniture;Furnishings;895;66
US-2021-115742;C-Line;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;Consumer;Office Supplies;Binders;215;59
US-2021-115742;Avery;Avery 485;Consumer;Office Supplies;Labels;629;70
US-2021-134271;Avery;Avery 486;Consumer;Office Supplies;Labels;1322;495
US-2021-142601;Xerox;Xerox 19;Home Office;Office Supplies;Paper;1323;460
US-2021-142601;Tennsco;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";Home Office;Office Supplies;Storage;1324;495
US-2021-163433;Global;Global Geo Office Task Chair, Gray;Corporate;Furniture;Chairs;100;224
US-2021-163433;Boston;Boston School Pro Electric Pencil Sharpener, 1670;Corporate;Office Supplies;Art;1194;241
US-2021-163433;Newell;Newell 348;Corporate;Office Supplies;Art;597;20
US-2021-163433;GBC;GBC Plastic Binding Combs;Corporate;Office Supplies;Binders;115;345
US-2021-163433;GBC;GBC Standard Recycled Report Covers, Clear Plastic Sheets;Corporate;Office Supplies;Binders;40;295
US-2021-163433;Xerox;Xerox 1994;Corporate;Office Supplies;Paper;721;169
US-2021-163433;Other;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;Corporate;Technology;Accessories;1325;120
US-2021-163433;Other;Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5;Corporate;Technology;Phones;1120;72
US-2021-163433;Grandstream;Grandstream GXP2100 Mainstream Business Phone;Corporate;Technology;Phones;1326;169
US-2021-155369;Fellowes;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;Consumer;Office Supplies;Appliances;153;202
US-2021-155369;Fellowes;Fellowes PB300 Plastic Comb Binding Machine;Consumer;Office Supplies;Binders;411;90
US-2021-109169;Tyvek;Tyvek Side-Opening Peel & Seel Expanding Envelopes;Consumer;Office Supplies;Envelopes;1327;276
US-2021-142433;Xerox;Xerox 1916;Consumer;Office Supplies;Paper;646;71
US-2021-149342;GE;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";Corporate;Furniture;Furnishings;1328;163
US-2021-149342;Xerox;Xerox 2;Corporate;Office Supplies;Paper;507;425
US-2021-149342;Pyle;Pyle PMP37LED;Corporate;Technology;Phones;310;177
US-2021-107678;Global;Global Deluxe Office Fabric Chairs;Consumer;Furniture;Chairs;1183;80
US-2021-107678;Tenex;"Tenex ""The Solids"" Textured Chair Mats";Consumer;Furniture;Furnishings;1329;259
US-2021-107678;Wilson Jones;"Wilson Jones Hanging View Binder, White, 1""";Consumer;Office Supplies;Binders;747;62
US-2021-107678;Jabra;Jabra SPEAK 410;Consumer;Technology;Phones;66;493
US-2021-151253;Boston;Boston 1730 StandUp Electric Pencil Sharpener;Consumer;Office Supplies;Art;1217;164
US-2021-151253;Logitech;Logitech B530 USB Headset - headset - Full size, Binaural;Consumer;Technology;Phones;550;418
US-2021-118227;Boston;BOSTON Ranger #55 Pencil Sharpener, Black;Home Office;Office Supplies;Art;151;414
US-2021-112557;Holmes;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;Consumer;Office Supplies;Appliances;52;177
US-2021-115420;Other;Laser & Ink Jet Business Envelopes;Corporate;Office Supplies;Envelopes;1101;342
US-2021-130365;Global;Global Armless Task Chair, Royal Blue;Consumer;Furniture;Chairs;1330;416
US-2021-130365;SAFCO;SAFCO Commercial Wire Shelving, Black;Consumer;Office Supplies;Storage;331;158
US-2021-143602;Fellowes;Fellowes Black Plastic Comb Bindings;Corporate;Office Supplies;Binders;244;287
US-2021-153878;Belkin;Belkin 5 Outlet SurgeMaster Power Centers;Consumer;Office Supplies;Appliances;1216;411
US-2021-153878;Newell;Newell 324;Consumer;Office Supplies;Art;620;425
US-2021-114839;Hon;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;Consumer;Furniture;Chairs;1286;465
US-2021-122266;Bretford;Bretford CR4500 Series Slim Rectangular Table;Consumer;Furniture;Tables;1089;468
US-2021-122266;Crayola;Crayola Colored Pencils;Consumer;Office Supplies;Art;268;358
US-2021-134026;Other;High-Back Leather Manager's Chair;Consumer;Furniture;Chairs;1152;284
US-2021-134026;Tenex;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";Consumer;Furniture;Furnishings;340;407
US-2021-134026;SAFCO;Safco Industrial Wire Shelving System;Consumer;Office Supplies;Storage;508;116
US-2021-137302;SAFCO;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;Corporate;Furniture;Chairs;1046;98
US-2021-137302;Newell;Newell 345;Corporate;Office Supplies;Art;137;422
US-2021-137302;GBC;GBC Premium Transparent Covers with Diagonal Lined Pattern;Corporate;Office Supplies;Binders;638;170
US-2021-137302;RCA;RCA ViSYS 25825 Wireless digital phone;Corporate;Technology;Phones;1331;268
US-2021-124450;Global;Global Comet Stacking Arm Chair;Consumer;Furniture;Chairs;1332;106
US-2021-124450;Staples in misc. colors;Staples in misc. colors;Consumer;Office Supplies;Art;108;476
US-2021-124450;Cisco;Cisco SPA525G2 5-Line IP Phone;Consumer;Technology;Machines;1333;248
US-2021-151841;Belkin;Belkin 6 Outlet Metallic Surge Strip;Home Office;Office Supplies;Appliances;186;11
US-2021-151841;Acme;Acme Value Line Scissors;Home Office;Office Supplies;Supplies;818;210
US-2021-120782;Kensington;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;Home Office;Office Supplies;Appliances;1334;475
US-2021-120782;Fellowes;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;Home Office;Office Supplies;Binders;1022;237
US-2021-130792;Holmes;Holmes Odor Grabber;Consumer;Office Supplies;Appliances;366;245
US-2021-130792;GBC;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";Consumer;Office Supplies;Binders;187;477
US-2021-130792;Akro;Akro-Mils 12-Gallon Tote;Consumer;Office Supplies;Storage;772;301
US-2021-157434;Xerox;Xerox 1949;Home Office;Office Supplies;Paper;403;182
US-2021-103716;Newell;Newell 324;Corporate;Office Supplies;Art;620;322
US-2021-103716;Other;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;Corporate;Technology;Phones;1298;169
US-2021-115238;Eldon;Eldon Imàge Series Desk Accessories, Clear;Corporate;Furniture;Furnishings;1335;199
US-2021-115238;DAX;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;Corporate;Furniture;Furnishings;1336;241
US-2021-115238;Eldon;Eldon 200 Class Desk Accessories, Burgundy;Corporate;Furniture;Furnishings;1085;123
US-2021-115238;Other;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);Corporate;Office Supplies;Paper;380;412
US-2021-115238;Other;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;Corporate;Technology;Phones;1337;209
US-2021-135174;Cisco;Cisco Unified IP Phone 7945G VoIP phone;Consumer;Technology;Phones;688;159
US-2021-164175;Global;Global Value Mid-Back Manager's Chair, Gray;Home Office;Furniture;Chairs;94;198
US-2021-104486;GBC;"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black";Consumer;Office Supplies;Binders;187;390
US-2021-104486;Eldon;Eldon Simplefile Box Office;Consumer;Office Supplies;Storage;302;352
US-2021-104486;Acme;"Acme 10"" Easy Grip Assistive Scissors";Consumer;Office Supplies;Supplies;1338;221
US-2021-145821;OtterBox;OtterBox Defender Series Case - iPhone 5c;Corporate;Technology;Phones;1339;317
US-2021-161998;DAX;DAX Black Cherry Wood-Tone Poster Frame;Corporate;Furniture;Furnishings;34;5
US-2021-161998;Panasonic;Panasonic KP-380BK Classic Electric Pencil Sharpener;Corporate;Office Supplies;Art;1340;334
US-2021-161998;Fiskars;"Fiskars 8"" Scissors, 2/Pack";Corporate;Office Supplies;Supplies;1341;114
US-2021-116687;Avery;Avery 501;Corporate;Office Supplies;Labels;198;65
US-2021-116687;Samsung;Samsung Rugby III;Corporate;Technology;Phones;987;407
US-2021-107937;Other;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";Home Office;Furniture;Furnishings;95;115
US-2021-112130;Global;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;Consumer;Furniture;Chairs;249;255
US-2021-112130;Holmes;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;Consumer;Office Supplies;Appliances;1342;279
US-2021-112130;Other;Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;Consumer;Office Supplies;Appliances;655;219
US-2021-112130;Sanford;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;Consumer;Office Supplies;Art;1343;77
US-2021-112130;Xerox;Xerox 1897;Consumer;Office Supplies;Paper;603;20
US-2021-112130;Fellowes;Fellowes Bankers Box Stor/Drawer Steel Plus;Consumer;Office Supplies;Storage;557;438
US-2021-112130;SanDisk;SanDisk Cruzer 16 GB USB Flash Drive;Consumer;Technology;Accessories;812;309
US-2021-150770;Newell;Newell 317;Consumer;Office Supplies;Art;420;424
US-2021-150770;GBC;GBC Linen Binding Covers;Consumer;Office Supplies;Binders;35;485
US-2021-150770;Ibico;Ibico Recycled Linen-Style Covers;Consumer;Office Supplies;Binders;1344;463
US-2021-150770;Logitech;Logitech Gaming G510s - Keyboard;Consumer;Technology;Accessories;710;435
US-2021-160864;Avery;Avery Binding System Hidden Tab Executive Style Index Sets;Home Office;Office Supplies;Binders;869;148
US-2021-110548;Other;ShoreTel ShorePhone IP 230 VoIP phone;Corporate;Technology;Phones;1345;240
US-2021-129700;Staple-based wall hangings;Staple-based wall hangings;Corporate;Furniture;Furnishings;624;303
US-2021-144253;Electrix;Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;Corporate;Furniture;Furnishings;1346;295
US-2021-146290;Other;Model L Table or Wall-Mount Pencil Sharpener;Corporate;Office Supplies;Art;373;371
US-2021-137512;Chromcraft;Chromcraft Round Conference Tables;Consumer;Furniture;Tables;1347;40
US-2021-137512;Xerox;Xerox 198;Consumer;Office Supplies;Paper;154;430
US-2021-147879;Xerox;Xerox 1902;Consumer;Office Supplies;Paper;495;192
US-2021-109939;Newell;Newell 321;Consumer;Office Supplies;Art;267;245
US-2021-113971;Eldon;Eldon Regeneration Recycled Desk Accessories, Smoke;Corporate;Furniture;Furnishings;365;58
US-2021-136798;Deflect-o;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;Consumer;Furniture;Furnishings;390;297
US-2021-136798;Wilson Jones;Wilson Jones Legal Size Ring Binders;Consumer;Office Supplies;Binders;372;456
US-2021-136798;Other;VTech DS6151;Consumer;Technology;Phones;433;203
US-2021-142055;Xerox;Xerox 1912;Home Office;Office Supplies;Paper;1012;104
US-2021-160857;Other;Situations Contoured Folding Chairs, 4/Set;Consumer;Furniture;Chairs;478;247
US-2021-160857;DAX;DAX Black Cherry Wood-Tone Poster Frame;Consumer;Furniture;Furnishings;34;372
US-2021-160857;Xerox;Xerox 204;Consumer;Office Supplies;Paper;113;206
US-2021-160857;Other;Compact Automatic Electric Letter Opener;Consumer;Office Supplies;Supplies;103;298
US-2021-160857;Sharp;Sharp AL-1530CS Digital Copier;Consumer;Technology;Copiers;678;419
US-2021-155635;Acco;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";Consumer;Office Supplies;Binders;996;26
US-2021-129217;Tripp Lite;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;Home Office;Office Supplies;Appliances;1348;206
US-2021-129217;Boston;Boston KS Multi-Size Manual Pencil Sharpener;Home Office;Office Supplies;Art;669;136
US-2021-144043;Belkin;Belkin Standard 104 key USB Keyboard;Consumer;Technology;Accessories;767;175
US-2021-135727;Global;Global Chrome Stack Chair;Home Office;Furniture;Chairs;1349;445
US-2021-122910;Other;VTech DS6151;Consumer;Technology;Phones;433;238
US-2021-130876;Other;Portable Personal File Box;Consumer;Office Supplies;Storage;734;235
US-2021-131856;DAX;DAX Wood Document Frame;Consumer;Furniture;Furnishings;205;93
US-2021-131856;Xerox;Xerox 1964;Consumer;Office Supplies;Paper;1130;103
US-2021-131856;Other;Digium D40 VoIP phone;Consumer;Technology;Phones;967;285
US-2021-159380;Xerox;Xerox 1962;Consumer;Office Supplies;Paper;1350;335
US-2021-159380;Xerox;Xerox 1953;Consumer;Office Supplies;Paper;1351;458
US-2021-162607;Other;Prestige Round Ring Binders;Consumer;Office Supplies;Binders;757;128
US-2021-145835;Advantus;Advantus Plastic Paper Clips;Home Office;Office Supplies;Fasteners;783;348
US-2021-145835;Other;Toshiba IPT2010-SD IP Telephone;Home Office;Technology;Phones;1008;456
US-2021-100146;Bush;Bush Andora Bookcase, Maple/Graphite Gray Finish;Corporate;Furniture;Bookcases;1044;293
US-2021-100146;Novimex;Novimex Fabric Task Chair;Corporate;Furniture;Chairs;704;174
US-2021-100146;Global;Global Leather and Oak Executive Chair, Black;Corporate;Furniture;Chairs;143;348
US-2021-100146;Dana;Dana Halogen Swing-Arm Architect Lamp;Corporate;Furniture;Furnishings;676;139
US-2021-119291;Binney & Smith;Binney & Smith Crayola Metallic Crayons, 16-Color Pack;Home Office;Office Supplies;Art;1352;477
US-2021-119291;Boston;Boston School Pro Electric Pencil Sharpener, 1670;Home Office;Office Supplies;Art;1194;157
US-2021-119291;GBC;GBC Linen Binding Covers;Home Office;Office Supplies;Binders;35;496
US-2021-119291;Wilson Jones;Wilson Jones Custom Binder Spines & Labels;Home Office;Office Supplies;Binders;601;111
US-2021-119291;Other;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;Home Office;Office Supplies;Envelopes;1353;452
US-2021-119291;Avery;Avery 490;Home Office;Office Supplies;Labels;237;211
US-2021-119291;Avery;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;Home Office;Office Supplies;Labels;953;230
US-2021-165162;Tennsco;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;Consumer;Office Supplies;Storage;477;220
US-2021-138492;Fellowes;Fellowes Neat Ideas Storage Cubes;Corporate;Office Supplies;Storage;99;234
US-2021-166604;Other;Wausau Papers Astrobrights Colored Envelopes;Corporate;Office Supplies;Envelopes;1354;437
US-2021-100769;Razer;Razer Kraken PRO Over Ear PC and Music Headset;Home Office;Technology;Accessories;1299;183
US-2021-100251;Other;Self-Adhesive Removable Labels;Consumer;Office Supplies;Labels;1355;418
US-2021-100251;Acme;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";Consumer;Office Supplies;Supplies;930;273
US-2021-117184;GBC;GBC Twin Loop Wire Binding Elements;Corporate;Office Supplies;Binders;1356;421
US-2021-117184;Things To Do;Things To Do Today Pad;Corporate;Office Supplies;Paper;1357;427
US-2021-165554;Wirebound;Wirebound Message Book, 4 per Page;Corporate;Office Supplies;Paper;853;478
US-2021-153535;Dana;"Dana Fluorescent Magnifying Lamp, White, 36""";Consumer;Furniture;Furnishings;193;447
US-2021-153535;Pressboard;Pressboard Data Binders by Wilson Jones;Consumer;Office Supplies;Binders;105;155
US-2021-102806;Wilson Jones;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";Corporate;Office Supplies;Binders;208;134
US-2021-168914;Fellowes;Fellowes Basic Home/Office Series Surge Protectors;Consumer;Office Supplies;Appliances;856;124
US-2021-169278;Ibico;Ibico Plastic and Wire Spiral Binding Combs;Corporate;Office Supplies;Binders;250;438
US-2021-149846;Avery;Avery 476;Consumer;Office Supplies;Labels;218;389
US-2021-149846;Other;Pizazz Global Quick File;Consumer;Office Supplies;Storage;797;387
US-2021-149846;Zebra;Zebra GX420t Direct Thermal/Thermal Transfer Printer;Consumer;Technology;Machines;1358;46
US-2021-149846;Other;Aastra 57i VoIP phone;Consumer;Technology;Phones;88;434
US-2021-110569;Fellowes;Fellowes Superior 10 Outlet Split Surge Protector;Consumer;Office Supplies;Appliances;677;44
US-2021-110569;Cardinal;Cardinal EasyOpen D-Ring Binders;Consumer;Office Supplies;Binders;993;285
US-2021-119102;Advantus;Advantus Rolling Storage Box;Corporate;Office Supplies;Storage;1190;114
US-2021-136805;Westinghouse;Westinghouse Clip-On Gooseneck Lamps;Home Office;Furniture;Furnishings;605;390
US-2021-136805;Harmony;Harmony Air Purifier;Home Office;Office Supplies;Appliances;429;200
US-2021-154921;Other;Cameo Buff Policy Envelopes;Corporate;Office Supplies;Envelopes;320;351
US-2021-165512;Global;Global High-Back Leather Tilter, Burgundy;Consumer;Furniture;Chairs;561;268
US-2021-165512;Avery;Avery Heavy-Duty EZD View Binder with Locking Rings;Consumer;Office Supplies;Binders;405;339
US-2021-109708;Other;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;Corporate;Technology;Phones;1156;364
US-2021-132941;Xerox;Xerox 1978;Corporate;Office Supplies;Paper;741;259
US-2021-132941;Fiskars;Fiskars Spring-Action Scissors;Corporate;Office Supplies;Supplies;1359;6
US-2021-132941;Logitech;Logitech G35 7.1-Channel Surround Sound Headset;Corporate;Technology;Accessories;1360;342
US-2021-138898;Kensington;Kensington 4 Outlet MasterPiece Compact Power Control Center;Consumer;Office Supplies;Appliances;1303;260
US-2021-141768;Ultra;Ultra Door Push Plate;Home Office;Furniture;Furnishings;50;4
US-2021-152128;Sanford;SANFORD Major Accent Highlighters;Home Office;Office Supplies;Art;759;466
US-2021-152128;GBC;GBC DocuBind P50 Personal Binding Machine;Home Office;Office Supplies;Binders;714;113
US-2021-113327;Other;Security-Tint Envelopes;Home Office;Office Supplies;Envelopes;464;303
US-2021-113327;Xerox;Xerox 1937;Home Office;Office Supplies;Paper;1361;232
US-2021-113327;Xerox;Xerox 1991;Home Office;Office Supplies;Paper;1225;289
US-2021-113327;Logitech;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;Home Office;Technology;Accessories;33;311
US-2021-143147;Novimex;Novimex Swivel Fabric Task Chair;Consumer;Furniture;Chairs;119;178
US-2021-143147;Global;Global Stack Chair with Arms, Black;Consumer;Furniture;Chairs;1004;337
US-2021-143147;Other;StarTech.com 10/100 VDSL2 Ethernet Extender Kit;Consumer;Technology;Machines;774;146
US-2021-148964;DAX;DAX Metal Frame, Desktop, Stepped-Edge;Consumer;Furniture;Furnishings;1115;70
US-2021-118948;Newell;Newell 311;Home Office;Office Supplies;Art;1362;345
US-2021-131758;Boston;Boston 16701 Slimline Battery Pencil Sharpener;Consumer;Office Supplies;Art;838;153
US-2021-131758;Avery;Avery 494;Consumer;Office Supplies;Labels;684;378
US-2021-135020;Acco;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";Consumer;Office Supplies;Binders;54;476
US-2021-135020;Xerox;Xerox 219;Consumer;Office Supplies;Paper;1363;411
US-2021-135020;Other;Hot File 7-Pocket, Floor Stand;Consumer;Office Supplies;Storage;172;32
US-2021-135020;Panasonic;Panasonic Kx-TS550;Consumer;Technology;Phones;529;431
US-2021-149601;Other;Personal Filing Tote with Lid, Black/Gray;Consumer;Office Supplies;Storage;1033;478
US-2021-149601;Acco;Acco Perma 4000 Stacking Storage Drawers;Consumer;Office Supplies;Storage;90;442
US-2021-104297;Easy-staple paper;Easy-staple paper;Home Office;Office Supplies;Paper;367;232
US-2021-111339;Novimex;Novimex Swivel Fabric Task Chair;Corporate;Furniture;Chairs;119;0
US-2021-111339;Tensor;"Tensor ""Hersey Kiss"" Styled Floor Lamp";Corporate;Furniture;Furnishings;1364;336
US-2021-111339;Other;Ideal Clamps;Corporate;Office Supplies;Fasteners;796;419
US-2021-120880;Avery;"Avery Trapezoid Extra Heavy Duty 4"" Binders";Consumer;Office Supplies;Binders;523;382
US-2021-120880;Xerox;Xerox 1894;Consumer;Office Supplies;Paper;1365;247
US-2021-120880;Standard;Standard Rollaway File with Lock;Consumer;Office Supplies;Storage;1121;225
US-2021-168277;Avery;Avery 476;Consumer;Office Supplies;Labels;218;427
US-2021-103177;Eureka;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;Consumer;Office Supplies;Appliances;1366;325
US-2021-103177;Plantronics;Plantronics MX500i Earset;Consumer;Technology;Phones;1262;308
US-2021-103177;RCA;RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting;Consumer;Technology;Phones;1367;134
US-2021-163923;Imation;Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB;Home Office;Technology;Accessories;1208;404
US-2021-100818;Tenex;"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""";Corporate;Furniture;Furnishings;1368;263
US-2021-100818;Storex;Storex Dura Pro Binders;Corporate;Office Supplies;Binders;55;175
US-2021-100818;Avery;Avery 501;Corporate;Office Supplies;Labels;198;428
US-2021-100818;Xerox;Xerox 1988;Corporate;Office Supplies;Paper;726;285
US-2021-120677;Hon;Hon Pagoda Stacking Chairs;Consumer;Furniture;Chairs;382;297
US-2021-124919;Southworth;Southworth 25% Cotton Antique Laid Paper & Envelopes;Corporate;Office Supplies;Paper;1279;261
US-2021-124919;Xerox;Xerox 1883;Corporate;Office Supplies;Paper;1271;309
US-2021-124919;Tenex;Tenex Personal Project File with Scoop Front Design, Black;Corporate;Office Supplies;Storage;1369;389
US-2021-133627;3M;3M Hangers With Command Adhesive;Home Office;Furniture;Furnishings;459;119
US-2021-136224;Newell;Newell 347;Consumer;Office Supplies;Art;342;105
US-2021-147788;O'Sullivan;O'Sullivan Living Dimensions 3-Shelf Bookcases;Consumer;Furniture;Bookcases;1370;206
US-2021-147788;Other;Self-Adhesive Removable Labels;Consumer;Office Supplies;Labels;1355;329
US-2021-147788;Fellowes;Fellowes Super Stor/Drawer Files;Consumer;Office Supplies;Storage;890;489
US-2021-149748;Eldon;Eldon Image Series Black Desk Accessories;Corporate;Furniture;Furnishings;61;160
US-2021-149748;Xerox;Xerox 1889;Corporate;Office Supplies;Paper;171;495
US-2021-149748;Fellowes;Fellowes Mobile File Cart, Black;Corporate;Office Supplies;Storage;898;202
US-2021-156153;Other;Bagged Rubber Bands;Home Office;Office Supplies;Fasteners;1371;206
US-2021-132836;Other;Catalog Binders with Expanding Posts;Consumer;Office Supplies;Binders;146;82
US-2021-132836;Avery;Avery 491;Consumer;Office Supplies;Labels;1372;70
US-2021-132836;Polycom;Polycom CX300 Desktop Phone USB VoIP phone;Consumer;Technology;Phones;862;263
US-2021-132836;Other;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;Consumer;Technology;Phones;1337;385
US-2021-161242;Adams;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";Home Office;Office Supplies;Paper;904;43
US-2021-163685;Avery;Avery Poly Binder Pockets;Corporate;Office Supplies;Binders;827;408
US-2021-163685;Xerox;Xerox 1928;Corporate;Office Supplies;Paper;1373;481
US-2021-142020;Executive Impressions;"Executive Impressions 10"" Spectator Wall Clock";Home Office;Furniture;Furnishings;1196;435
US-2021-142020;Wirebound;"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page";Home Office;Office Supplies;Paper;608;235
US-2021-158491;Logitech;Logitech Wireless Anywhere Mouse MX for PC and Mac;Consumer;Technology;Accessories;301;334
US-2021-158491;Logitech;Logitech Z-906 Speaker sys - home theater - 5.1-CH;Consumer;Technology;Accessories;1374;102
US-2021-164833;Binney & Smith;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;Consumer;Office Supplies;Art;204;12
US-2021-164833;Avery;Avery 501;Consumer;Office Supplies;Labels;198;367
US-2021-115168;Xerox;Xerox 1981;Corporate;Office Supplies;Paper;1199;8
US-2021-166947;Hon;Hon Every-Day Series Multi-Task Chairs;Corporate;Furniture;Chairs;611;10
US-2021-142041;3-ring staple pack;3-ring staple pack;Corporate;Office Supplies;Binders;27;463
US-2021-157343;Avery;Avery Fluorescent Highlighter Four-Color Set;Home Office;Office Supplies;Art;195;223
US-2021-157343;Other;Aluminum Screw Posts;Home Office;Office Supplies;Binders;1291;150
US-2021-157343;Xerox;Xerox 200;Home Office;Office Supplies;Paper;567;470
US-2021-162201;Advantus;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;Corporate;Furniture;Furnishings;1375;196
US-2021-162201;Newell;Newell 344;Corporate;Office Supplies;Art;1259;446
US-2021-162201;Premier;Premier Elliptical Ring Binder, Black;Corporate;Office Supplies;Binders;810;318
US-2021-162201;Smead;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;Corporate;Office Supplies;Labels;225;334
US-2021-162201;Xerox;Xerox 1963;Corporate;Office Supplies;Paper;165;144
US-2021-162201;Xerox;Xerox 1951;Corporate;Office Supplies;Paper;213;309
US-2021-162201;Fellowes;Fellowes Super Stor/Drawer Files;Corporate;Office Supplies;Storage;890;429
US-2021-164007;Hoover;Hoover Shoulder Vac Commercial Portable Vacuum;Consumer;Office Supplies;Appliances;1294;129
US-2021-164007;Maxell;Maxell 4.7GB DVD+R 5/Pack;Consumer;Technology;Accessories;968;335
US-2021-101868;Wilson Jones;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";Consumer;Office Supplies;Binders;739;446
US-2021-101868;Other;"Green Canvas Binder for 8-1/2"" x 14"" Sheets";Consumer;Office Supplies;Binders;441;214
US-2021-101868;Logitech;Logitech Keyboard K120;Consumer;Technology;Accessories;1316;470
US-2021-110947;Other;Vinyl Sectional Post Binders;Home Office;Office Supplies;Binders;554;255
US-2021-141012;Luxo;Luxo Adjustable Task Clamp Lamp;Consumer;Furniture;Furnishings;256;107
US-2021-141012;Other;Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black;Consumer;Technology;Phones;1376;101
US-2021-144190;Xerox;Xerox 1995;Consumer;Office Supplies;Paper;538;5
US-2021-121720;Hon;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;Corporate;Furniture;Chairs;630;96
US-2021-121720;Seth Thomas;"Seth Thomas 8 1/2"" Cubicle Clock";Corporate;Furniture;Furnishings;811;472
US-2021-121720;Hunt;Hunt PowerHouse Electric Pencil Sharpener, Blue;Corporate;Office Supplies;Art;780;148
US-2021-121720;GBC;GBC Standard Plastic Binding Systems' Combs;Corporate;Office Supplies;Binders;889;35
US-2021-121720;Ibico;Ibico Laser Imprintable Binding System Covers;Corporate;Office Supplies;Binders;82;294
US-2021-121720;Tennsco;Tennsco 16-Compartment Lockers with Coat Rack;Corporate;Office Supplies;Storage;1377;223
